player_id,player_name,positions,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
kris-harrison,Kris Harrison,P,1.0,,,10.0,11.0,,,,,1.0,,12.0,1.0,70.0,28.0
kuochuan-ponzio,Kuochuan Ponzio,P,,,,2.0,2.0,,,1.0,,,,2.0,,14.0,2.0
kushal-khangaonkar,Kushal Khangaonkar,P,4.0,2.0,,33.0,29.0,,3.0,3.0,,,,34.0,4.0,245.0,20.0
kyle-lew,Kyle  Lew,P,3.0,2.0,,51.0,57.0,1.0,,2.0,2.0,,,61.0,3.0,107.0,294.0
kyle-hancock,Kyle Hancock,P,1.0,1.0,,7.0,7.0,,,1.0,,,,9.0,2.0,14.0,24.0
kyle-henke,Kyle Henke,P,15.0,8.0,1.0,225.0,197.0,5.0,25.0,23.0,6.0,4.0,,216.0,14.0,2367.0,1245.0
kyle-johnson,Kyle Johnson,WR/P,1.0,1.0,,37.0,30.0,1.0,4.0,1.0,1.0,,,34.0,4.0,231.0,226.0
kyle-rubin,Kyle Rubin,P,9.0,3.0,1.0,127.0,109.0,1.0,9.0,11.0,3.0,,,123.0,12.0,950.0,812.0
kyle-weinberg,Kyle Weinberg,P,6.0,11.0,,97.0,89.0,,10.0,6.0,3.0,54.0,,95.0,6.0,897.0,413.0
landon-lavoie,Landon Lavoie,P,6.0,7.0,,54.0,53.0,1.0,1.0,2.0,2.0,44.0,,64.0,9.0,207.0,353.0
leandro-marx,Leandro Marx,P,8.0,,,66.0,55.0,1.0,7.0,6.0,1.0,,,61.0,6.0,664.0,194.0
leo-warren,Leo Warren,P,,1.0,,9.0,10.0,1.0,,,,1.0,,14.0,4.0,12.0,48.0
levi-jacobs,Levi Jacobs,P,22.0,1.0,,200.0,165.0,,23.0,16.0,5.0,,,177.0,10.0,2784.0,1012.0
liam-haberfield,Liam Haberfield,P,14.0,2.0,,148.0,140.0,1.0,10.0,7.0,6.0,,,146.0,5.0,854.0,1096.0
liam-mckeown,Liam McKeown,P,8.0,1.0,,141.0,138.0,,5.0,10.0,6.0,,1.0,155.0,14.0,906.0,903.0
liam-searles-bohs,Liam Searles Bohs,P,10.0,2.0,,79.0,76.0,1.0,5.0,8.0,7.0,4.0,1.0,78.0,1.0,670.0,665.0
logan-call,Logan Call,P,1.0,1.0,,12.0,8.0,,3.0,1.0,,15.0,,9.0,1.0,225.0,18.0
logan-clarke,Logan Clarke,P,2.0,1.0,,12.0,11.0,,,1.0,1.0,,,12.0,,112.0,95.0
logan-dufour,Logan Dufour,P,1.0,,,5.0,6.0,,,,,1.0,,7.0,1.0,55.0,44.0
louie-bertoncin,Louie Bertoncin,P,2.0,4.0,,20.0,29.0,1.0,2.0,1.0,,,,30.0,1.0,83.0,194.0
luc-comire,Luc Comire,P,24.0,6.0,,371.0,439.0,1.0,6.0,22.0,8.0,,0.0,458.0,18.0,1210.0,3398.0
luca-harwood,Luca Harwood,P,4.0,,,48.0,36.0,,4.0,5.0,4.0,3.0,,46.0,8.0,717.0,428.0
lucas-coniaris,Lucas Coniaris,P,4.0,,,77.0,73.0,,9.0,3.0,2.0,4.0,,78.0,5.0,397.0,504.0
lucas-henry,Lucas Henry,P,0.0,2.0,,10.0,8.0,1.0,0.0,1.0,,,,11.0,1.0,124.0,20.0
lukas-ambrose,Lukas Ambrose,P,4.0,26.0,,57.0,50.0,2.0,14.0,6.0,1.0,1.0,,53.0,3.0,701.0,291.0
lukas-mcclamrock,Lukas McClamrock,P,2.0,4.0,,65.0,48.0,1.0,14.0,10.0,,,,54.0,6.0,517.0,225.0
luke-brennan,Luke Brennan,P,8.0,5.0,1.0,56.0,63.0,1.0,3.0,4.0,6.0,35.0,,71.0,8.0,147.0,648.0
luke-marks,Luke Marks,P,7.0,5.0,,60.0,58.0,,11.0,4.0,3.0,32.0,,60.0,2.0,690.0,268.0
luke-rehfuss,Luke Rehfuss,P,2.0,6.0,,22.0,19.0,,2.0,2.0,,,,21.0,2.0,332.0,54.0
luke-yorgason,Luke Yorgason,P,8.0,3.0,,302.0,348.0,3.0,7.0,25.0,4.0,,,363.0,12.0,777.0,3283.0
mac-hecht,Mac Hecht,P,32.0,4.0,,294.0,346.0,1.0,5.0,27.0,17.0,,1.0,371.0,21.0,955.0,3408.0
mac-weber,Mac Weber,P,1.0,1.0,,42.0,42.0,,2.0,3.0,1.0,,,44.0,2.0,85.0,300.0
malachi-neil,Malachi Neil,P,1.0,10.0,,26.0,22.0,1.0,3.0,1.0,,9.0,,23.0,1.0,354.0,63.0
malik-auger-semmar,Malik Auger-Semmar,P,21.0,7.0,,174.0,146.0,,14.0,7.0,5.0,,,164.0,19.0,1642.0,1017.0
marc-munoz,Marc Munoz,P,18.0,1.0,,211.0,236.0,2.0,12.0,12.0,10.0,,,251.0,12.0,1301.0,1698.0
marc-rovner,Marc Rovner,P,4.0,1.0,,27.0,23.0,,5.0,2.0,1.0,,,24.0,1.0,430.0,119.0
marc-sands,Marc Sands,P,1.0,2.0,,24.0,24.0,1.0,1.0,2.0,,,,26.0,2.0,-24.0,85.0
marcel-osborne,Marcel Osborne,P,17.0,1.0,,186.0,161.0,3.0,16.0,15.0,6.0,,,178.0,16.0,1771.0,1176.0
marco-dregni,Marco Dregni,P,4.0,3.0,,132.0,110.0,1.0,16.0,12.0,1.0,,,119.0,9.0,1148.0,342.0
marcus-thaw,Marcus Thaw,P,5.0,1.0,,16.0,16.0,,1.0,1.0,2.0,3.0,,16.0,,22.0,194.0
mark-baldauf,Mark Baldauf,P,12.0,9.0,,200.0,223.0,2.0,9.0,12.0,2.0,,1.0,241.0,14.0,895.0,1310.0
mark-evans,Mark Evans,P,22.0,5.0,,179.0,168.0,7.0,16.0,17.0,15.0,1.0,3.0,187.0,16.0,1865.0,1539.0
mark-henke,Mark Henke,P,6.0,6.0,,60.0,47.0,1.0,16.0,9.0,,,,48.0,1.0,674.0,357.0
marques-brownlee,Marques Brownlee,P,2.0,2.0,,54.0,37.0,1.0,9.0,7.0,3.0,40.0,,45.0,7.0,640.0,280.0
martin-cruz,Martin Cruz,P,1.0,,,26.0,21.0,1.0,5.0,1.0,,,,23.0,2.0,297.0,30.0
martin-gallant,Martin Gallant,P,1.0,2.0,,28.0,26.0,1.0,,1.0,3.0,,,30.0,4.0,331.0,286.0
martis-artis,Martis Artis,P,,2.0,,9.0,8.0,,1.0,1.0,,,,8.0,,170.0,2.0
marty-adams,Marty Adams,P,4.0,4.0,,89.0,76.0,,7.0,8.0,,,,85.0,7.0,669.0,391.0
mason-wuensch,Mason Wuensch,P,,2.0,,38.0,33.0,2.0,4.0,3.0,,2.0,,39.0,6.0,231.0,180.0
mathieu-agee,Mathieu Agee,P,3.0,5.0,,32.0,21.0,2.0,9.0,3.0,,,,25.0,4.0,760.0,37.0
matt-barcellos,Matt Barcellos,P,6.0,2.0,,35.0,36.0,,1.0,2.0,1.0,,,37.0,1.0,274.0,207.0
matt-bennett,Matt Bennett,P,17.0,12.0,,260.0,296.0,4.0,3.0,19.0,8.0,28.0,,321.0,20.0,-42.0,2178.0
matt-goetsch,Matt Goetsch,P,,,,1.0,,,,,,,,1.0,1.0,48.0,
matt-gouchoe-hanas,Matt Gouchoe-Hanas,P,3.0,1.0,,136.0,159.0,,7.0,13.0,3.0,,,162.0,4.0,29.0,806.0
matt-grinde,Matt Grinde,P,1.0,,,6.0,4.0,,2.0,2.0,,,,4.0,,101.0,15.0
matt-gubernick,Matt Gubernick,P,1.0,1.0,,11.0,7.0,,2.0,,0.0,1.0,,9.0,0.0,77.0,64.0
matt-hanna,Matt Hanna,P,7.0,9.0,,59.0,52.0,,9.0,9.0,2.0,,,58.0,6.0,606.0,322.0
matt-jackson,Matt Jackson,P,13.0,3.0,,215.0,201.0,,7.0,18.0,4.0,,,213.0,9.0,1107.0,865.0
matt-labar,Matt LaBar,P,2.0,2.0,,29.0,19.0,1.0,7.0,,1.0,,,22.0,2.0,284.0,98.0
matt-lyle,Matt Lyle,P,2.0,,,22.0,23.0,2.0,,3.0,1.0,,,25.0,,203.0,92.0
matt-miller,Matt Miller,P,1.0,2.0,1.0,38.0,47.0,,2.0,3.0,1.0,,,52.0,5.0,18.0,292.0
matt-reynolds,Matt Reynolds,P,1.0,,,8.0,6.0,,2.0,1.0,,,,6.0,,98.0,-41.0
matt-smith,Matt Smith,P,7.0,,,148.0,110.0,,34.0,9.0,1.0,,,114.0,1.0,1936.0,499.0
matt-stevens,Matt Stevens,P,,,,28.0,22.0,,5.0,3.0,,,,24.0,2.0,254.0,-19.0
matt-tucker,Matt Tucker,P,2.0,6.0,,22.0,19.0,,4.0,,,1.0,,19.0,,209.0,73.0
matthew-armour,Matthew Armour,P,11.0,7.0,,90.0,90.0,4.0,8.0,9.0,3.0,1.0,,102.0,11.0,655.0,731.0
matthew-burke,Matthew Burke,P,3.0,4.0,1.0,42.0,39.0,2.0,5.0,2.0,,,,40.0,2.0,220.0,146.0
matthew-crawford,Matthew Crawford,P,2.0,1.0,,18.0,24.0,,1.0,2.0,1.0,1.0,,26.0,3.0,-20.0,133.0
matthew-kissmann,Matthew Kissmann,P,,,,6.0,11.0,,,1.0,,9.0,,12.0,2.0,-2.0,63.0
matthew-knowles,Matthew Knowles,P,2.0,1.0,,12.0,19.0,,,2.0,,1.0,,19.0,,66.0,106.0
matthew-mcknight,Matthew Mcknight,P,10.0,1.0,,55.0,59.0,1.0,3.0,2.0,2.0,7.0,,61.0,2.0,330.0,500.0
matthew-montera,Matthew Montera,P,,,,1.0,2.0,,,,,,,2.0,,,32.0
matthew-wilson,Matthew Wilson,P,1.0,1.0,,5.0,5.0,1.0,2.0,,,,,5.0,,62.0,27.0
matthias-ling,Matthias Ling,P,1.0,3.0,,5.0,5.0,2.0,1.0,,,,,5.0,,14.0,-10.0
max-ayad,Max Ayad,P,2.0,,,17.0,13.0,0.0,1.0,0.0,1.0,7.0,,15.0,1.0,104.0,172.0
max-charles,Max Charles,P,1.0,,,21.0,13.0,1.0,3.0,1.0,,,,16.0,1.0,181.0,19.0
max-dehlin,Max Dehlin,P,2.0,2.0,,58.0,61.0,1.0,3.0,5.0,,4.0,,64.0,3.0,59.0,348.0
max-gibson,Max Gibson,P,23.0,1.0,,194.0,147.0,,26.0,12.0,11.0,,,169.0,21.0,2636.0,1702.0
max-grove,Max Grove,P,5.0,4.0,,65.0,59.0,,4.0,4.0,2.0,,,65.0,5.0,596.0,225.0
max-sheppard,Max Sheppard,P,45.0,6.0,,296.0,245.0,7.0,37.0,22.0,34.0,2.0,,271.0,23.0,3029.0,2319.0
max-thorne,Max Thorne,P,11.0,1.0,,130.0,128.0,1.0,10.0,9.0,4.0,,,130.0,2.0,731.0,1000.0
max-trifillis,Max Trifillis,P,13.0,14.0,,74.0,72.0,,12.0,5.0,3.0,4.0,,73.0,,1058.0,411.0
max-williams,Max Williams,P,10.0,3.0,,92.0,69.0,5.0,19.0,11.0,1.0,,,72.0,2.0,1371.0,285.0
maxwell-hume,Maxwell Hume,P,2.0,,,60.0,49.0,1.0,4.0,8.0,1.0,,,56.0,6.0,469.0,353.0
mckay-yorgason,McKay Yorgason,P,16.0,4.0,,247.0,267.0,2.0,5.0,20.0,,,,272.0,5.0,476.0,1516.0
melvyn-brichet,Melvyn Brichet,P,10.0,5.0,,97.0,83.0,2.0,6.0,10.0,3.0,,,93.0,9.0,1163.0,507.0
michael-arbutine,Michael Arbutine,P,2.0,2.0,,9.0,11.0,,1.0,3.0,1.0,,,11.0,,37.0,133.0
michael-dillard,Michael Dillard,P,2.0,2.0,,82.0,87.0,2.0,4.0,5.0,2.0,0.0,,90.0,3.0,341.0,553.0
michael-fairley,Michael Fairley,P,2.0,3.0,,7.0,6.0,,3.0,,,,,6.0,,138.0,31.0
michael-giere,Michael Giere,P,,1.0,,14.0,14.0,,1.0,1.0,,,,15.0,1.0,88.0,41.0
michael-jordan,Michael Jordan,P,6.0,4.0,,57.0,47.0,,6.0,9.0,2.0,,,52.0,4.0,905.0,301.0
michael-kiyoi,Michael Kiyoi,P,11.0,,,141.0,124.0,2.0,15.0,6.0,1.0,,,134.0,10.0,1028.0,704.0
michael-lee,Michael Lee,P,,,,8.0,8.0,,4.0,,,,,8.0,0.0,209.0,51.0
michael-petersen,Michael Petersen,P,5.0,2.0,,7.0,16.0,1.0,1.0,1.0,2.0,23.0,,18.0,2.0,11.0,185.0
michael-tran,Michael Tran,P,10.0,6.0,,219.0,273.0,,13.0,18.0,2.0,5.0,,289.0,15.0,149.0,2111.0
michael-weber,Michael Weber,P,,,,39.0,51.0,2.0,,4.0,,1.0,2.0,57.0,6.0,55.0,192.0
mick-walter,Mick Walter,P,2.0,9.0,,33.0,38.0,1.0,7.0,7.0,,,,39.0,1.0,450.0,263.0
mickey-walsh,Mickey Walsh,P,4.0,4.0,,38.0,33.0,1.0,7.0,5.0,2.0,,,36.0,2.0,348.0,198.0
mike-campanella,Mike Campanella,P,3.0,5.0,,111.0,118.0,,4.0,9.0,1.0,3.0,1.0,123.0,4.0,167.0,425.0
mike-drost,Mike Drost,P,1.0,6.0,,40.0,35.0,,5.0,3.0,,,,38.0,3.0,301.0,156.0
mike-kobyra,Mike Kobyra,P,1.0,3.0,,11.0,8.0,,1.0,1.0,,2.0,,11.0,3.0,132.0,62.0
mike-mackenzie,Mike Mackenzie,P,16.0,10.0,,117.0,92.0,5.0,14.0,16.0,7.0,48.0,,108.0,15.0,1594.0,984.0
mikey-obrien,Mikey O\'Brien,P,10.0,6.0,,88.0,68.0,3.0,11.0,11.0,1.0,,1.0,78.0,7.0,1308.0,401.0
milan-rivas,Milan Rivas,P,2.0,0.0,,96.0,112.0,,3.0,9.0,1.0,1.0,,114.0,3.0,279.0,556.0
mitchell-sayasene,Mitchell Sayasene,P,2.0,,,14.0,13.0,,2.0,,1.0,1.0,,15.0,1.0,52.0,172.0
mitchell-steiner,Mitchell Steiner,P,6.0,12.0,,90.0,82.0,3.0,8.0,7.0,1.0,15.0,,93.0,10.0,759.0,480.0
morgan-sommer,Morgan Sommer,P,1.0,3.0,,34.0,31.0,1.0,3.0,5.0,1.0,,,37.0,6.0,357.0,277.0
moussa-dia,Moussa Dia,P,7.0,10.0,,41.0,30.0,,8.0,4.0,,,,33.0,3.0,415.0,106.0
munis-thahir,Munis Thahir,P,1.0,2.0,,24.0,22.0,,1.0,,,1.0,,23.0,1.0,202.0,90.0
myles-armstrong,Myles Armstrong,P,3.0,1.0,,58.0,50.0,,7.0,6.0,1.0,,,52.0,2.0,688.0,210.0
myles-cooper,Myles Cooper,P,,2.0,,32.0,25.0,2.0,3.0,2.0,,,0.0,31.0,6.0,254.0,12.0
nate-goff,Nate Goff,P,1.0,1.0,,17.0,14.0,1.0,3.0,,,1.0,,15.0,,197.0,47.0
nate-kirchhofer,Nate Kirchhofer,P,1.0,2.0,,31.0,35.0,,,4.0,1.0,31.0,,43.0,7.0,-20.0,178.0
nate-knutson,Nate Knutson,P,2.0,9.0,,21.0,10.0,,8.0,3.0,,,,11.0,1.0,340.0,18.0
nate-little,Nate Little,P,3.0,4.0,,16.0,14.0,1.0,1.0,1.0,,,,16.0,1.0,142.0,42.0
nate-ransom,Nate Ransom,P,,1.0,,24.0,26.0,,3.0,1.0,,1.0,,31.0,4.0,85.0,112.0
nate-wipfler,Nate Wipfler,P,2.0,4.0,,31.0,25.0,2.0,5.0,,1.0,,1.0,28.0,5.0,298.0,128.0
nathan-huff,Nathan Huff,P,4.0,2.0,,41.0,43.0,,3.0,6.0,,,,43.0,,229.0,157.0
nathan-ploeger,Nathan Ploeger,P,3.0,3.0,,31.0,21.0,2.0,3.0,3.0,2.0,28.0,,28.0,6.0,321.0,190.0
nathanial-dick,Nathanial Dick,P,6.0,2.0,,62.0,71.0,,2.0,10.0,3.0,,,76.0,4.0,73.0,652.0
nicholas-betsch,Nicholas Betsch,P,16.0,7.0,,253.0,230.0,8.0,11.0,19.0,8.0,,,251.0,19.0,1706.0,1633.0
nicholas-snuszka,Nicholas Snuszka,P,1.0,3.0,,22.0,17.0,,3.0,1.0,,,,18.0,1.0,271.0,64.0
nick-hutton,Nick Hutton,P,13.0,13.0,,66.0,77.0,2.0,3.0,3.0,3.0,86.0,,88.0,10.0,-108.0,718.0
nick-longo,Nick Longo,P,1.0,,,12.0,7.0,4.0,2.0,1.0,,,,11.0,3.0,143.0,34.0
nick-loughran,Nick Loughran,P,2.0,2.0,,30.0,32.0,,2.0,2.0,,1.0,,34.0,2.0,165.0,225.0
nick-pappas,Nick Pappas,P,2.0,4.0,,34.0,28.0,2.0,4.0,1.0,,1.0,,33.0,5.0,389.0,131.0
nico-lake,Nico Lake,P,13.0,2.0,,149.0,168.0,3.0,3.0,5.0,2.0,,,177.0,7.0,245.0,1088.0
nico-ranabhat,Nico Ranabhat,P,1.0,5.0,,31.0,22.0,0.0,8.0,1.0,,,1.0,24.0,2.0,438.0,-16.0
noah-celuch,Noah Celuch,P,9.0,6.0,,256.0,311.0,1.0,10.0,12.0,3.0,,,327.0,13.0,490.0,1943.0
noah-chambers,Noah Chambers,P,7.0,1.0,,74.0,61.0,2.0,12.0,6.0,1.0,,,63.0,1.0,1075.0,489.0
noah-coolman,Noah Coolman,P,7.0,8.0,,79.0,67.0,,15.0,4.0,3.0,,,73.0,6.0,669.0,520.0
noah-hanson,Noah Hanson,P,3.0,0.0,,9.0,8.0,0.0,1.0,,1.0,,,8.0,0.0,70.0,101.0
noah-powell,Noah Powell,P,1.0,1.0,,35.0,26.0,,7.0,4.0,,,,28.0,1.0,705.0,16.0
oliver-chartock,Oliver Chartock,P,8.0,6.0,,141.0,146.0,1.0,13.0,11.0,3.0,,,154.0,8.0,680.0,1152.0
oliver-fay,Oliver Fay,P,7.0,7.0,,47.0,41.0,1.0,7.0,5.0,,74.0,,45.0,4.0,540.0,182.0
oren-binnun,Oren Binnun,P,4.0,2.0,1.0,82.0,96.0,1.0,3.0,5.0,1.0,,,103.0,7.0,451.0,611.0
orion-cable,Orion Cable,P,3.0,2.0,,54.0,31.0,2.0,18.0,4.0,2.0,,1.0,35.0,4.0,966.0,128.0
oscar-graff,Oscar Graff,P,5.0,4.0,,17.0,12.0,,1.0,0.0,,,,17.0,4.0,140.0,54.0
oscar-kohut,Oscar Kohut,P,1.0,3.0,,10.0,8.0,,1.0,1.0,,4.0,,10.0,2.0,90.0,52.0
oscar-stonehouse,Oscar Stonehouse,P,6.0,6.0,,77.0,60.0,2.0,10.0,9.0,2.0,2.0,,69.0,9.0,1074.0,418.0
owen-robinson,Owen Robinson,P,,2.0,,27.0,33.0,,2.0,,,,,38.0,5.0,118.0,222.0
owen-smith,Owen Smith,P,3.0,1.0,,18.0,12.0,,3.0,1.0,,1.0,,15.0,3.0,355.0,-21.0
parker-bray,Parker Bray,P,2.0,2.0,,23.0,38.0,1.0,1.0,3.0,2.0,23.0,,42.0,4.0,31.0,322.0
parker-howard,Parker Howard,P,6.0,5.0,,78.0,64.0,4.0,11.0,6.0,2.0,1.0,,70.0,6.0,931.0,505.0
patrick-buermeyer,Patrick Buermeyer,P,0.0,1.0,,7.0,4.0,2.0,0.0,,,5.0,,9.0,5.0,17.0,-17.0
patrick-xu,Patrick Xu,P,1.0,3.0,,17.0,15.0,,3.0,1.0,,,,15.0,1.0,258.0,119.0
paul-arters,Paul Arters,P,14.0,1.0,,153.0,163.0,3.0,9.0,9.0,9.0,1.0,,181.0,16.0,801.0,1298.0
paul-hooley,Paul Hooley,P,1.0,,,17.0,18.0,,1.0,1.0,1.0,0.0,,23.0,5.0,-25.0,118.0
paul-krenik,Paul Krenik,P,3.0,7.0,,35.0,29.0,,8.0,3.0,,,,29.0,,487.0,121.0
paul-lally,Paul Lally,P,24.0,4.0,,264.0,314.0,,8.0,22.0,16.0,,1.0,331.0,15.0,1190.0,2808.0
paul-owens,Paul Owens,P,13.0,14.0,,158.0,191.0,3.0,6.0,10.0,6.0,155.0,1.0,197.0,6.0,402.0,860.0
pawel-janas,Pawel Janas,P,48.0,3.0,,530.0,620.0,2.0,10.0,37.0,10.0,3.0,,645.0,19.0,1462.0,4289.0
pete-zaccardi,Pete Zaccardi,P,8.0,7.0,,68.0,94.0,1.0,2.0,6.0,7.0,35.0,,104.0,8.0,516.0,724.0
peter-geertz-larson,Peter Geertz-Larson,P,2.0,4.0,,38.0,27.0,,9.0,4.0,1.0,,,30.0,1.0,545.0,243.0
peter-lenz,Peter Lenz,P,2.0,,,7.0,5.0,1.0,,,,3.0,,7.0,2.0,20.0,33.0
phil-turner,Phil Turner,P,1.0,5.0,,37.0,35.0,,,5.0,1.0,59.0,,39.0,4.0,224.0,200.0
phillip-joyce,Phillip Joyce,P,2.0,9.0,,20.0,15.0,2.0,8.0,1.0,,10.0,,19.0,6.0,172.0,112.0
phillipe-le-bourdais,Phillipe Le Bourdais,P,4.0,2.0,,60.0,38.0,0.0,22.0,7.0,1.0,,,39.0,3.0,1083.0,128.0
player-pierce,Player Pierce,P,3.0,2.0,,26.0,36.0,,,3.0,3.0,10.0,,39.0,3.0,10.0,443.0
porter-oyler,Porter Oyler,P,,,,,,,,,,4.0,,,,,
quinn-buermeyer,Quinn Buermeyer,P,5.0,4.0,,176.0,137.0,7.0,31.0,4.0,1.0,1.0,1.0,156.0,15.0,1494.0,580.0
quinn-finer,Quinn Finer,P,27.0,3.0,,323.0,290.0,4.0,23.0,26.0,18.0,,,305.0,12.0,2386.0,2048.0
quinn-snider,Quinn Snider,P,8.0,2.0,,93.0,70.0,,22.0,4.0,1.0,,,72.0,2.0,1316.0,267.0
raekwon-adkins,Raekwon Adkins,P,6.0,5.0,,61.0,41.0,3.0,12.0,3.0,1.0,,,50.0,9.0,758.0,128.0
rafael-castro,Rafael Castro,P,2.0,3.0,1.0,19.0,13.0,4.0,6.0,,,,,15.0,3.0,181.0,77.0
rami-paust,Rami Paust,P,,,,10.0,8.0,,,1.0,,,,10.0,2.0,15.0,58.0
raphael-salvas,Raphael Salvas,P,,0.0,,29.0,21.0,,2.0,2.0,1.0,,,30.0,7.0,240.0,89.0
raphy-hayes,Raphy Hayes,P,13.0,6.0,,124.0,113.0,2.0,7.0,11.0,8.0,2.0,,122.0,9.0,1223.0,878.0
ravin-ramnarain,Ravin Ramnarain,P,,,,1.0,1.0,,,,,,,1.0,,1.0,6.0
ray-mendoza,Ray Mendoza,P,2.0,9.0,,25.0,22.0,1.0,3.0,3.0,,,,25.0,3.0,159.0,148.0
ray-tetreault,Ray Tetreault,P,13.0,2.0,,115.0,94.0,3.0,16.0,10.0,7.0,,1.0,101.0,8.0,1394.0,866.0
rees-mcdevitt,Rees McDevitt,P,1.0,0.0,,15.0,14.0,3.0,,,,,,14.0,,70.0,63.0
reese-bowman,Reese Bowman,P,14.0,8.0,1.0,88.0,87.0,,11.0,2.0,4.0,23.0,,96.0,9.0,826.0,836.0
reggie-sung,Reggie Sung,P,1.0,4.0,,26.0,20.0,2.0,5.0,2.0,,,,25.0,4.0,192.0,96.0
reid-martin,Reid Martin,P,1.0,1.0,,20.0,21.0,1.0,1.0,0.0,,,,24.0,2.0,76.0,116.0
rhys-bergeron,Rhys Bergeron,P,4.0,7.0,,45.0,41.0,,6.0,4.0,,,,45.0,4.0,275.0,200.0
rhys-gretsch,Rhys Gretsch,P,7.0,2.0,,29.0,24.0,,4.0,5.0,2.0,28.0,,28.0,6.0,181.0,265.0
rhys-toogood,Rhys Toogood,P,3.0,,,7.0,9.0,1.0,,1.0,1.0,,,9.0,,19.0,83.0
rick-gross,Rick Gross,P,18.0,4.0,,330.0,298.0,2.0,22.0,22.0,5.0,,,308.0,8.0,2398.0,1625.0
ricky-ramirez,Ricky Ramirez,P,,1.0,,10.0,9.0,,3.0,,,,,9.0,,48.0,45.0
riley-ulmer,Riley Ulmer,P,2.0,1.0,,12.0,8.0,,1.0,,,,,11.0,1.0,122.0,53.0
robbie-davenport,Robbie Davenport,P,6.0,4.0,,176.0,192.0,2.0,6.0,9.0,1.0,,,204.0,10.0,613.0,1085.0
robert-hausmann,Robert Hausmann,P,2.0,,,9.0,6.0,1.0,2.0,,,,,6.0,,121.0,-1.0
robin-vickers-batzdorf,Robin Vickers Batzdorf,P,5.0,7.0,,81.0,93.0,1.0,6.0,9.0,3.0,53.0,,100.0,6.0,185.0,296.0
rocco-linehan,Rocco Linehan,P,18.0,9.0,1.0,92.0,102.0,1.0,6.0,9.0,8.0,35.0,,114.0,13.0,615.0,925.0
rodrigo-gould-rodriguez,Rodrigo Gould Rodriguez,P,2.0,,,20.0,16.0,,3.0,2.0,,,,18.0,2.0,283.0,83.0
ross-barker,Ross Barker,P,12.0,3.0,,128.0,111.0,5.0,9.0,10.0,4.0,,,124.0,9.0,1038.0,832.0
rowan-mcdonnell,Rowan McDonnell,P,21.0,2.0,,281.0,265.0,2.0,8.0,15.0,7.0,34.0,,293.0,28.0,1196.0,1835.0
rui-carvalho,Rui Carvalho,P,3.0,9.0,,29.0,25.0,,3.0,1.0,2.0,6.0,,29.0,4.0,90.0,216.0
ryan-buckingham,Ryan Buckingham,P,3.0,5.0,,76.0,51.0,3.0,22.0,5.0,,5.0,,55.0,3.0,1309.0,125.0
ryan-drost,Ryan Drost,P,1.0,14.0,,31.0,35.0,1.0,3.0,,,,,37.0,2.0,321.0,50.0
ryan-holmes,Ryan Holmes,P,1.0,2.0,,8.0,6.0,,1.0,,,13.0,,6.0,0.0,112.0,26.0
ryan-kindell,Ryan Kindell,P,5.0,5.0,,20.0,21.0,,3.0,1.0,3.0,20.0,,26.0,5.0,120.0,214.0
ryan-osgar,Ryan Osgar,P,56.0,2.0,,261.0,241.0,1.0,15.0,18.0,25.0,,,249.0,8.0,2009.0,2312.0
ryan-poloz,Ryan Poloz,P,23.0,2.0,,238.0,250.0,2.0,11.0,26.0,5.0,,1.0,270.0,17.0,1439.0,1781.0
ryan-wolfe,Ryan Wolfe,P,5.0,,,45.0,35.0,2.0,4.0,1.0,1.0,7.0,,41.0,6.0,400.0,186.0
ryan-woodhouse,Ryan Woodhouse,P,,1.0,,,,,,,,,,,,,
saeed-semrin,Saeed Semrin,P,2.0,11.0,,31.0,25.0,,6.0,5.0,2.0,53.0,,32.0,6.0,336.0,209.0
sam-berglund,Sam Berglund,P,28.0,7.0,,135.0,177.0,2.0,5.0,8.0,13.0,112.0,1.0,205.0,27.0,53.0,1625.0
sam-cook,Sam Cook,P,7.0,2.0,,169.0,138.0,,22.0,15.0,2.0,,1.0,145.0,7.0,1865.0,489.0
sam-franer,Sam Franer,P,6.0,1.0,,79.0,71.0,2.0,4.0,6.0,2.0,,,75.0,4.0,549.0,403.0
sam-gabrielson,Sam Gabrielson,P,3.0,1.0,,18.0,20.0,,,5.0,1.0,1.0,,22.0,2.0,115.0,195.0
sam-goldstein,Sam Goldstein,P,12.0,,,240.0,302.0,1.0,10.0,12.0,2.0,,,311.0,9.0,335.0,2076.0
sam-good,Sam Good,P,1.0,2.0,,10.0,12.0,,2.0,2.0,,,,12.0,,170.0,88.0
sam-gordon-koven,Sam Gordon-Koven,P,1.0,0.0,,18.0,21.0,2.0,0.0,1.0,0.0,23.0,,31.0,9.0,25.0,227.0
sam-kaminsky,Sam Kaminsky,P,11.0,3.0,,309.0,367.0,2.0,6.0,19.0,4.0,,1.0,392.0,19.0,476.0,2077.0
sam-stark,Sam Stark,P,5.0,3.0,,58.0,46.0,,13.0,6.0,4.0,1.0,,47.0,1.0,667.0,376.0
sam-vandusen,Sam VanDusen,P,6.0,4.0,,42.0,42.0,,1.0,5.0,4.0,79.0,,60.0,15.0,190.0,481.0
